node,F_t,L,o_t,s_t,Abar,A_t,m_t,O_t,C_t,M_pC_prev,M_pT_prev,M_nC_prev,M_nT_prev,pi_t,M_pC_t,M_pT_t,M_nC_t,M_nT_t,o_t1,s_t1,F_t1,A_t1
174,3,0,0.300374694227424,1,0.6963527573544419,1.0,0.5375826005342558,1,1,0.0,0.0,0.0,9.0,0.5315630880867077,0.0,0.0,0.0,9.0,0.300374694227424,1,3,1.0
175,2,0,-0.970504962410093,-1,0.5481441300457659,0.9801799021824714,-0.9589594569881692,1,1,0.0,0.0,0.0,10.5,0.5088674403604956,0.0,0.0,0.0,10.5,-0.970504962410093,-1,2,0.9801799021824714
176,1,0,-0.9486401531888041,-1,0.6646503227415995,0.9587901936449598,-0.9547322856353305,0,0,0.0,0.0,0.0,11.0,0.4933220958903637,0.0,0.0,0.0,11.0,-0.9486401531888041,-1,1,0.9587901936449598
177,2,0,0.24793169937980403,1,0.5785472046635931,0.9267051210587106,0.45885772447003903,1,1,0.0,0.0,0.0,10.0,0.45084643543956876,0.0,0.0,0.0,10.0,0.24793169937980403,1,2,0.9267051210587106
178,2,0,0.10751532481284327,1,0.729305042197369,0.9975830253184215,0.21177661206393864,0,0,0.0,0.0,0.0,10.5,0.5186546052105948,0.0,0.0,0.0,10.5,0.10751532481284327,1,2,0.9975830253184215
179,1,0,0.14419005374436383,1,0.5830805166588444,0.9481908135469352,0.2806431832755366,1,1,0.0,0.0,0.0,10.0,0.4245379361729384,0.0,0.0,0.0,10.0,0.14419005374436383,1,1,0.9481908135469352
180,1,0,0.6316263337777701,1,0.5132750557418906,0.881537109379563,0.8519583585609817,1,1,0.0,0.0,0.0,11.0,0.3975608014087641,0.0,0.0,0.0,11.0,0.6316263337777701,1,1,0.881537109379563
181,7,0,0.1581987168023493,1,0.6276498162567798,0.8360386821383105,0.3062458389258673,0,0,0.0,0.0,0.0,6.5,0.5342910727423329,0.0,0.0,0.0,6.5,0.1581987168023493,1,7,0.8360386821383105
182,1,0,0.26685170465870384,1,0.46843565107526575,0.8467559347622058,0.4882069034330713,1,1,0.0,0.0,0.0,11.0,0.3487871829484903,0.0,0.0,0.0,11.0,0.26685170465870384,1,1,0.8467559347622058
183,3,0,0.9966631604760411,1,0.4076382937428409,0.6512111907166066,0.963484886958616,0,0,0.0,0.0,0.0,7.0,0.41008852201043755,0.0,0.0,0.0,7.0,0.9966631604760411,1,3,0.6512111907166066
184,5,0,-0.9217828720294133,-1,0.48059147147012754,0.7968957963782709,-0.9489750471288421,0,0,0.0,0.0,0.0,11.0,0.5040934030544929,0.0,0.0,0.0,11.0,-0.9217828720294133,-1,5,0.7968957963782709
185,1,0,-0.9364387200172962,-1,0.3018284630591364,0.5708994795672605,-0.9522327277691922,0,0,0.0,0.0,0.0,10.5,0.31161015762544586,0.0,0.0,0.0,10.5,-0.9364387200172962,-1,1,0.5708994795672605
186,4,0,0.14972873938649645,1,0.6779430378816149,0.9534721518205566,0.2908160527949837,0,0,0.0,0.0,0.0,10.0,0.5355742797135141,0.0,0.0,0.0,10.0,0.14972873938649645,1,4,0.9534721518205566
187,1,0,0.1536468602861132,1,0.3564222688015668,0.7007408327340661,0.29797309574746567,1,1,0.0,0.0,0.0,7.0,0.36918387687669135,0.0,0.0,0.0,7.0,0.1536468602861132,1,1,0.7007408327340661
