node,F_t,L,o_t,tau_t,tau_t1,s_t,Abar,A_t,O_t,C_t,M_pC_prev,M_pT_prev,M_nC_prev,M_nT_prev,pi_t,M_pC_t,M_pT_t,M_nC_t,M_nT_t,o_t1,s_t1,F_t1,A_t1
655,6,0,-1.0,10.0,10.0,-1,0.2555766852451842,0.5388322382672792,0,0,0.0,1.0,3.0,3.5,0.14693637797616052,0.0,1.0,3.0,3.5,-1.0,-1,6,0.5388322382672792
656,1,0,-0.7247309959767887,10.0,10.0,-1,0.25290086415449514,0.4976358212259621,0,0,1.0,0.0,1.5,4.5,0.1033833625304671,1.0,0.0,1.5,4.5,-0.7247309959767887,-1,1,0.4976358212259621
657,0,0,0.7402811365034293,10.0,10.0,1,0.7715733559351663,1.0,1,1,1.0,0.0,5.0,2.5,0.17152562851330522,1.0,0.0,5.0,2.5,0.7402811365034293,1,0,1.0
658,7,0,-1.0,10.0,10.0,-1,0.6104309247305527,0.9442519365688198,1,1,0.0,0.0,3.0,2.5,0.26131029115697796,0.0,0.0,3.0,2.5,-1.0,-1,7,0.9442519365688198
659,6,0,-1.0,10.0,10.0,-1,0.45656360437336146,0.6808939443487712,0,0,0.0,0.0,2.0,2.5,0.19905335261208684,0.0,0.0,2.0,2.5,-1.0,-1,6,0.6808939443487712
660,6,0,-1.0,10.0,10.0,-1,0.32028961392801863,0.6947519559462029,0,0,0.0,2.0,5.0,6.5,0.15684131478943977,0.0,2.0,5.0,6.5,-1.0,-1,6,0.6947519559462029
661,1,0,0.3806429967374911,10.0,10.0,1,0.7241838478614819,1.0,0,0,0.0,1.0,3.0,7.5,0.20153739223931602,0.0,1.0,3.0,7.5,0.3806429967374911,1,1,1.0
662,6,0,-1.0,10.0,10.0,-1,0.3209335566028043,0.5883120208603866,0,0,0.0,0.0,3.5,3.5,0.16484124522236215,0.0,0.0,3.5,3.5,-1.0,-1,6,0.5883120208603866
663,5,0,-1.0,10.0,10.0,-1,0.6240075298854906,0.883712937120422,0,0,0.0,1.0,4.0,3.0,0.22440600518511386,0.0,1.0,4.0,3.0,-1.0,-1,5,0.883712937120422
664,3,0,-1.0,10.0,10.0,-1,0.6579946169272077,0.9147967701563247,0,0,0.0,0.0,5.0,2.5,0.23086623816251947,0.0,0.0,5.0,2.5,-1.0,-1,3,0.9147967701563247
665,7,0,-1.0,10.0,10.0,-1,0.376793653313245,0.6689938142443572,0,0,0.0,0.0,5.0,4.5,0.17407606609472157,0.0,0.0,5.0,4.5,-1.0,-1,7,0.6689938142443572
666,1,0,-1.0,10.0,10.0,-1,0.5029488423023853,0.807484486419129,0,0,0.0,0.0,4.0,3.5,0.19139133139401351,0.0,0.0,4.0,3.5,-1.0,-1,1,0.807484486419129
667,5,0,-0.181009139523562,10.0,10.0,-1,0.3337935693910363,0.5870254630414014,0,0,0.0,1.0,2.0,1.5,0.17921305989289377,0.0,1.0,2.0,1.5,-0.181009139523562,-1,5,0.5870254630414014
668,0,0,0.5872379285659353,10.0,10.0,1,0.4273577944732989,0.7633161477208763,0,0,1.0,1.0,4.5,5.5,0.11315181692080277,1.0,1.0,4.5,5.5,0.5872379285659353,1,0,0.7633161477208763
669,2,0,-0.9999144243193934,10.0,10.0,-1,0.7790806389680054,1.0,0,0,0.0,1.0,3.5,4.5,0.21834332030706596,0.0,1.0,3.5,4.5,-0.9999144243193934,-1,2,1.0
670,8,0,-1.0,10.0,10.0,-1,0.6158828207926582,0.909529692475595,0,0,0.0,0.0,4.5,3.5,0.2688050229391696,0.0,0.0,4.5,3.5,-1.0,-1,8,0.909529692475595
671,1,0,0.6574996415495042,10.0,10.0,1,0.7079685237143092,0.9447811142285855,0,0,0.0,1.0,3.5,2.5,0.20153739223931602,0.0,1.0,3.5,2.5,0.6574996415495042,1,1,0.9447811142285855
672,7,0,-1.0,9.717624244342273,9.717624244342273,-1,0.5243597428800446,0.9346158457280267,0,0,1.0,3.0,2.0,5.0,0.2630570378634295,1.0,3.0,2.0,5.0,-1.0,-1,7,0.9346158457280267
673,4,0,-1.0,10.0,10.0,1,0.3434238452908137,0.6858549375757115,0,0,0.0,0.0,5.0,6.5,0.15596824557570263,0.0,0.0,5.0,6.5,-1.0,1,4,0.6858549375757115
674,5,0,-1.0,10.0,10.0,-1,0.6277279140003162,0.9697380794019081,0,0,1.0,0.0,6.0,4.5,0.2435886973161294,1.0,0.0,6.0,4.5,-1.0,-1,5,0.9697380794019081
675,0,0,0.6160994693575575,10.0,10.0,1,0.5003407764743399,0.763761912893559,0,0,0.0,0.0,5.0,2.5,0.14136587788549762,0.0,0.0,5.0,2.5,0.6160994693575575,1,0,0.763761912893559
676,0,0,-0.6987662556003306,10.0,10.0,-1,0.30610932086423526,0.5258685382641035,0,0,0.0,0.0,3.0,2.5,0.10246905538387792,0.0,0.0,3.0,2.5,-0.6987662556003306,-1,0,0.5258685382641035
677,2,0,0.6723479049305371,10.0,10.0,-1,0.44745793377092624,0.7012223641904253,0,0,0.0,1.0,4.0,2.5,0.1586933213099187,0.0,1.0,4.0,2.5,0.6723479049305371,-1,2,0.7012223641904253
678,7,0,-1.0,10.0,10.0,-1,0.5809041314097836,0.8165471532771593,0,0,0.0,1.0,2.0,2.5,0.23611133864535144,0.0,1.0,2.0,2.5,-1.0,-1,7,0.8165471532771593
679,8,0,-0.14609544385322415,10.0,10.0,1,0.6411991140093429,1.0,0,0,0.0,0.0,7.0,6.5,0.2584573658763823,0.0,0.0,7.0,6.5,-0.14609544385322415,1,8,1.0
680,2,0,-1.0,10.0,10.0,-1,0.3459324775342111,0.5886179101036565,0,0,0.0,1.0,4.0,1.5,0.14056755624190498,0.0,1.0,4.0,1.5,-1.0,-1,2,0.5886179101036565
681,4,0,-0.6921759698439147,10.0,10.0,-1,0.7255984036095988,1.0,1,1,0.0,0.0,5.0,4.5,0.256636883147566,0.0,0.0,5.0,4.5,-0.6921759698439147,-1,4,1.0
682,3,0,-1.0,10.0,10.0,-1,0.4277306642448068,0.6911484602100352,0,0,0.0,0.0,2.0,5.5,0.15734309639945748,0.0,0.0,2.0,5.5,-1.0,-1,3,0.6911484602100352
683,0,0,0.49431874733618525,10.0,10.0,1,0.3626820307356491,0.6283421838874498,0,0,0.0,0.0,5.0,3.5,0.10605355600421078,0.0,0.0,5.0,3.5,0.49431874733618525,1,0,0.6283421838874498
684,6,0,-0.8825466078280723,10.0,10.0,-1,0.3170720332722349,0.6671024361151926,0,0,0.0,1.0,2.5,7.5,0.16552839154810364,0.0,1.0,2.5,7.5,-0.8825466078280723,-1,6,0.6671024361151926
685,1,0,-1.0,10.0,10.0,-1,0.6825028006417843,0.9842535316063556,1,1,0.0,0.0,3.0,2.5,0.2585044437946694,0.0,0.0,3.0,2.5,-1.0,-1,1,0.9842535316063556
686,3,0,-0.872675508178739,10.0,10.0,-1,0.4124987449796375,0.8485342427548703,0,0,0.0,1.0,4.0,8.5,0.2012067879613887,0.0,1.0,4.0,8.5,-0.872675508178739,-1,3,0.8485342427548703
687,11,0,-1.0,10.0,10.0,-1,0.49003941673276086,0.8184648370514835,0,0,0.0,1.0,4.0,5.5,0.23527018775522968,0.0,1.0,4.0,5.5,-1.0,-1,11,0.8184648370514835
688,3,0,-1.0,10.0,10.0,-1,0.33369189413832545,0.6498649376362363,0,0,0.0,1.0,3.0,3.5,0.1794611800537571,0.0,1.0,3.0,3.5,-1.0,-1,3,0.6498649376362363
689,5,0,-1.0,10.0,10.0,-1,0.6116546427013589,1.0,0,0,0.0,1.0,5.5,6.5,0.24779804398755892,0.0,1.0,5.5,6.5,-1.0,-1,5,1.0
690,5,0,-1.0,10.0,10.0,-1,0.6686200445314534,0.941172026718872,0,0,0.0,0.0,2.5,5.5,0.24935408663733236,0.0,0.0,2.5,5.5,-1.0,-1,5,0.941172026718872
691,8,0,-0.6660035495125806,10.0,10.0,-1,0.403655149372005,0.6464369881473462,0,0,0.0,1.0,2.5,5.5,0.15425689250092686,0.0,1.0,2.5,5.5,-0.6660035495125806,-1,8,0.6464369881473462
692,12,0,-1.0,10.0,10.0,-1,0.7670476312228414,0.9802285787337048,0,0,1.0,0.0,4.0,2.5,0.28725310187007,1.0,0.0,4.0,2.5,-1.0,-1,12,0.9802285787337048
693,4,0,-1.0,10.0,10.0,-1,0.21836636573614165,0.5743184018418344,0,0,0.0,0.0,8.5,2.5,0.1355448431014691,0.0,0.0,8.5,2.5,-1.0,-1,4,0.5743184018418344
694,9,0,-0.3758382196728385,10.0,10.0,-1,0.2797658619644242,0.7273024340897603,1,1,0.0,0.0,6.0,6.5,0.13352466853339248,0.0,0.0,6.0,6.5,-0.3758382196728385,-1,9,0.7273024340897603
695,6,0,-1.0,10.0,10.0,-1,0.5532722189362946,0.7527234214192704,0,0,0.0,0.0,4.0,1.5,0.2091424842107374,0.0,0.0,4.0,1.5,-1.0,-1,6,0.7527234214192704
696,8,0,-1.0,10.0,10.0,-1,0.6208441172290279,0.9875100937263701,0,0,0.0,1.0,6.0,6.5,0.24727896965679277,0.0,1.0,6.0,6.5,-1.0,-1,8,0.9875100937263701
697,3,0,-1.0,10.0,10.0,-1,0.35040979370543546,0.6432543545747212,0,0,0.0,0.0,4.0,5.5,0.14493547914026528,0.0,0.0,4.0,5.5,-1.0,-1,3,0.6432543545747212
698,2,0,-1.0,10.0,10.0,-1,0.5324426581348092,0.9032518328332397,0,0,0.0,0.0,5.0,6.5,0.20614699050561633,0.0,0.0,5.0,6.5,-1.0,-1,2,0.9032518328332397
699,5,0,-0.9594934364207947,10.0,10.0,-1,0.39103174822568765,0.7635394683114696,1,1,0.0,0.0,0.0,6.5,0.16613310006356735,0.0,0.0,0.0,6.5,-0.9594934364207947,-1,5,0.7635394683114696
700,7,0,-1.0,10.0,10.0,-1,0.5324535473729541,0.8150666403719539,0,0,0.0,1.0,4.0,4.5,0.21082423128966973,0.0,1.0,4.0,4.5,-1.0,-1,7,0.8150666403719539
701,2,0,0.7039967443689431,10.0,10.0,1,0.5955966066585516,0.8780310409816957,0,0,0.0,0.0,4.5,3.5,0.20386381160986164,0.0,0.0,4.5,3.5,0.7039967443689431,1,2,0.8780310409816957
702,6,0,-1.0,10.0,10.0,-1,0.7836848321414345,1.0,0,0,0.0,1.0,5.5,4.5,0.256636883147566,0.0,1.0,5.5,4.5,-1.0,-1,6,1.0
703,0,0,-1.0,10.0,10.0,1,0.4734181160127103,0.7831320419310533,0,0,0.0,0.0,5.0,3.5,0.15005946688740754,0.0,0.0,5.0,3.5,-1.0,1,0,0.7831320419310533
704,9,0,-0.21673350977746864,10.0,10.0,-1,0.5889296241628283,0.8484782689680449,0,0,0.0,0.0,1.5,5.5,0.25231348281267474,0.0,0.0,1.5,5.5,-0.21673350977746864,-1,9,0.8484782689680449
705,3,0,-1.0,10.0,10.0,-1,0.5468235487519593,0.8102157594962712,0,0,0.0,0.0,2.5,3.5,0.21689064291972887,0.0,0.0,2.5,3.5,-1.0,-1,3,0.8102157594962712
706,7,0,-0.8998305631606676,10.0,10.0,-1,0.3905329363325438,0.6911161532606057,0,0,1.0,1.0,2.5,5.5,0.17015122950981357,1.0,1.0,2.5,5.5,-0.8998305631606676,-1,7,0.6911161532606057
707,4,0,-0.3571363067353743,10.0,10.0,-1,0.35183847901863224,0.5609851139501925,1,0,0.0,0.0,1.0,2.5,0.1620339911263159,0.0,0.0,1.0,2.5,-0.3571363067353743,-1,4,0.5609851139501925
708,5,0,-1.0,10.0,10.0,-1,0.7927224330468343,1.0,0,0,0.0,0.0,5.0,6.0,0.24935408663733236,0.0,0.0,5.0,6.0,-1.0,-1,5,1.0
709,3,0,-1.0,10.0,10.0,-1,0.32411141702090923,0.7384094096342184,1,1,0.0,0.0,4.0,5.5,0.1302249033177302,0.0,0.0,4.0,5.5,-1.0,-1,3,0.7384094096342184
710,5,0,-1.0,10.0,10.0,-1,0.6741651602445422,1.0,0,0,0.0,1.0,4.0,6.5,0.24935408663733236,0.0,1.0,4.0,6.5,-1.0,-1,5,1.0
711,2,0,-1.0,10.0,10.0,-1,0.2879524346124566,0.6780995664671827,0,0,0.0,1.0,8.0,4.5,0.13223153986975383,0.0,1.0,8.0,4.5,-1.0,-1,2,0.6780995664671827
712,3,0,-1.0,10.0,10.0,1,0.6826107616167505,1.0,1,1,0.0,0.0,4.0,4.5,0.23086623816251947,0.0,0.0,4.0,4.5,-1.0,1,3,1.0
713,1,0,0.33300383890907437,10.0,10.0,-1,0.3114370657937289,0.4997173215553215,0,0,0.0,0.0,2.5,2.5,0.10632275733606118,0.0,0.0,2.5,2.5,0.33300383890907437,-1,1,0.4997173215553215
714,12,0,-1.0,10.0,10.0,-1,0.7802939864097003,1.0,1,0,0.0,0.0,4.0,7.5,0.28725310187007,0.0,0.0,4.0,7.5,-1.0,-1,12,1.0
715,2,0,-1.0,10.0,10.0,-1,0.6115925939447104,1.0,1,1,0.0,0.0,7.0,3.5,0.21088386436918002,0.0,0.0,7.0,3.5,-1.0,-1,2,1.0
716,5,0,-1.0,10.0,10.0,-1,0.25407094620549736,0.6288003052877118,0,0,0.0,1.0,6.0,5.5,0.14824276539642275,0.0,1.0,6.0,5.5,-1.0,-1,5,0.6288003052877118
717,1,0,0.08997472829408071,10.0,10.0,1,0.6159062716754066,0.949543763005244,0,0,0.0,0.0,7.0,3.0,0.20153739223931602,0.0,0.0,7.0,3.0,0.08997472829408071,1,1,0.949543763005244
718,3,0,-1.0,10.0,10.0,-1,0.5621724576689312,1.0,1,1,0.0,0.0,7.5,3.5,0.21844398375462062,0.0,0.0,7.5,3.5,-1.0,-1,3,1.0
719,6,0,-1.0,10.0,10.0,-1,0.40252774801637514,0.5934111468164851,0,0,0.0,0.0,0.0,3.5,0.1750866694363394,0.0,0.0,0.0,3.5,-1.0,-1,6,0.5934111468164851
720,5,0,-1.0,10.0,10.0,-1,0.3564415986540288,0.6732006978515057,0,0,0.0,0.0,6.0,5.0,0.1499428566653783,0.0,0.0,6.0,5.0,-1.0,-1,5,0.6732006978515057
721,5,0,-1.0,10.0,10.0,-1,0.6312564690488913,0.9174963034412398,0,0,0.0,1.0,3.0,5.5,0.23188120062280082,0.0,1.0,3.0,5.5,-1.0,-1,5,0.9174963034412398
722,2,0,-0.01305500314649483,10.0,10.0,1,0.6448168237699196,0.8342595893453394,0,0,0.0,1.0,4.0,1.0,0.18061532039038844,0.0,1.0,4.0,1.0,-0.01305500314649483,1,2,0.8342595893453394
723,2,0,-1.0,10.0,10.0,-1,0.39632350937152194,0.6916758561642512,0,0,0.0,1.0,7.0,1.5,0.14768443347207394,0.0,1.0,7.0,1.5,-1.0,-1,2,0.6916758561642512
724,3,0,-0.045215167512369925,10.0,10.0,-1,0.7257362665037024,1.0,1,1,0.0,1.0,4.0,5.5,0.2630570378634295,0.0,1.0,4.0,5.5,-0.045215167512369925,-1,3,1.0
725,4,0,-1.0,10.0,10.0,-1,0.3612963313330948,0.7368297555794037,0,0,0.0,1.0,7.0,4.5,0.1683443741567939,0.0,1.0,7.0,4.5,-1.0,-1,4,0.7368297555794037
726,1,0,0.05502480365271806,10.0,10.0,1,0.24191865558488662,0.5340282579756341,0,0,0.0,1.0,4.5,2.5,0.11337045622753283,0.0,1.0,4.5,2.5,0.05502480365271806,1,1,0.5340282579756341
727,6,0,-1.0,10.0,10.0,-1,0.5599207068965473,0.8527370985887345,0,0,0.0,1.0,2.5,5.5,0.22131985052893696,0.0,1.0,2.5,5.5,-1.0,-1,6,0.8527370985887345
728,4,0,-0.8638077602184298,10.0,10.0,-1,0.2642423436989697,0.5250330989779032,0,0,0.0,0.0,1.0,5.5,0.1372351964062852,0.0,0.0,1.0,5.5,-0.8638077602184298,-1,4,0.5250330989779032
729,1,0,-0.4757792825085613,10.0,10.0,1,0.3659984385598912,0.690161612381037,0,0,0.0,0.0,1.0,9.5,0.1235556300820765,0.0,0.0,1.0,9.5,-0.4757792825085613,1,1,0.690161612381037
730,3,0,-0.8743876893636219,10.0,10.0,-1,0.5043118358290628,0.8010766363795215,0,0,0.0,1.0,5.0,3.5,0.18539366289654957,0.0,1.0,5.0,3.5,-0.8743876893636219,-1,3,0.8010766363795215
731,4,0,-0.7445991227046136,10.0,10.0,1,0.3718157734143786,0.7104402893546771,0,0,0.0,0.0,6.0,6.5,0.14873442662613,0.0,0.0,6.0,6.5,-0.7445991227046136,1,4,0.7104402893546771
732,5,0,-1.0,10.0,10.0,1,0.32899780545202667,0.6287237148614012,0,0,0.0,1.0,5.0,3.5,0.15695019773402508,0.0,1.0,5.0,3.5,-1.0,1,5,0.6287237148614012
733,1,0,0.26269376148952117,10.0,10.0,-1,0.6219112489433927,0.9891903209704418,0,0,1.0,0.0,6.0,5.0,0.19868760141755726,1.0,0.0,6.0,5.0,0.26269376148952117,-1,1,0.9891903209704418
734,10,0,-1.0,10.0,10.0,-1,0.5281996048413774,0.9540376949574382,1,1,0.0,1.0,8.0,1.5,0.25925925912394043,0.0,1.0,8.0,1.5,-1.0,-1,10,0.9540376949574382
735,6,0,-1.0,10.0,10.0,-1,0.7038567489501684,1.0,1,1,0.0,0.0,1.5,4.5,0.2630570378634295,0.0,0.0,1.5,4.5,-1.0,-1,6,1.0
736,2,0,-1.0,10.0,10.0,-1,0.5487437567932867,0.9087773480848347,1,1,0.0,1.0,3.5,1.5,0.20303101628428652,0.0,1.0,3.5,1.5,-1.0,-1,2,0.9087773480848347
737,8,0,-1.0,10.0,10.0,-1,0.49006832706426706,0.6787728741414092,0,0,0.0,0.0,4.0,1.5,0.19319212525477258,0.0,0.0,4.0,1.5,-1.0,-1,8,0.6787728741414092
738,3,0,-1.0,10.0,10.0,-1,0.35675381096647296,0.779892185951583,1,1,0.0,0.0,5.0,5.5,0.13119503197362417,0.0,0.0,5.0,5.5,-1.0,-1,3,0.779892185951583
739,4,0,-1.0,10.0,10.0,-1,0.6752395250547785,1.0,1,1,0.0,1.0,1.5,4.5,0.291061196309218,0.0,1.0,1.5,4.5,-1.0,-1,4,1.0
740,5,0,-1.0,10.0,10.0,-1,0.31812260513862034,0.6511831624371481,0,0,0.0,1.0,3.5,5.5,0.1623743329707401,0.0,1.0,3.5,5.5,-1.0,-1,5,0.6511831624371481
741,6,0,-1.0,10.0,10.0,-1,0.3453370465838962,0.768979052203685,0,0,0.0,1.0,5.0,7.5,0.19536380546492318,0.0,1.0,5.0,7.5,-1.0,-1,6,0.768979052203685
742,7,0,-0.999610064663584,10.0,10.0,-1,0.704953158051842,0.9429718948311052,1,0,0.0,1.0,3.0,3.5,0.2630570378634295,0.0,1.0,3.0,3.5,-0.999610064663584,-1,7,0.9429718948311052
743,4,0,-1.0,10.0,10.0,-1,0.6447155154375268,0.8573307982423262,0,0,0.0,0.0,2.5,2.5,0.23319029663279625,0.0,0.0,2.5,2.5,-1.0,-1,4,0.8573307982423262
744,0,0,-1.0,10.0,10.0,-1,0.5677240933877123,0.9215173019914407,0,0,0.0,0.0,8.0,3.5,0.16300636822138395,0.0,0.0,8.0,3.5,-1.0,-1,0,0.9215173019914407
745,0,0,-1.0,10.0,10.0,-1,0.22335231847194406,0.5478013617265126,0,0,0.0,2.0,5.0,3.5,0.09129328733039224,0.0,2.0,5.0,3.5,-1.0,-1,0,0.5478013617265126
746,6,0,-0.9435740682719366,10.0,10.0,-1,0.27635457097083593,0.5624514510798053,0,0,0.0,0.0,3.0,4.5,0.15333912297870453,0.0,0.0,3.0,4.5,-0.9435740682719366,-1,6,0.5624514510798053
747,4,0,-0.4637430163749187,10.0,10.0,-1,0.49997447611256585,0.8399260257939325,0,0,0.0,0.0,2.5,8.5,0.19499030344954496,0.0,0.0,2.5,8.5,-0.4637430163749187,-1,4,0.8399260257939325
748,10,0,-1.0,10.0,10.0,-1,0.6478033540897347,0.8619378477438558,0,0,0.0,0.0,4.5,1.5,0.2552367336217156,0.0,0.0,4.5,1.5,-1.0,-1,10,0.8619378477438558
749,7,0,-1.0,10.0,10.0,-1,0.478460518515094,0.8688910818724045,0,0,0.0,1.0,5.5,6.5,0.21551902261762013,0.0,1.0,5.5,6.5,-1.0,-1,7,0.8688910818724045
750,4,0,-1.0,10.0,10.0,-1,0.21037581464886987,0.543484611129174,0,0,0.0,1.0,8.0,3.5,0.11304838976377614,0.0,1.0,8.0,3.5,-1.0,-1,4,0.543484611129174
751,3,0,0.6927935139828754,10.0,10.0,1,0.31056199920009303,0.6734101070255369,0,0,0.0,0.0,7.0,6.5,0.13106233672552345,0.0,0.0,7.0,6.5,0.6927935139828754,1,3,0.6734101070255369
752,2,0,-1.0,10.0,10.0,-1,0.5532600197721309,0.799426512377508,0,0,0.0,0.0,3.0,2.5,0.20887340053018133,0.0,0.0,3.0,2.5,-1.0,-1,2,0.799426512377508
753,10,0,-0.851979828869378,10.0,10.0,-1,0.6165302358127949,0.909918141487677,0,0,0.0,0.0,2.5,5.5,0.2787790148793098,0.0,0.0,2.5,5.5,-0.851979828869378,-1,10,0.909918141487677
754,10,0,-1.0,10.0,10.0,-1,0.22005698762714265,0.49267325204678036,0,0,0.0,1.0,4.5,2.5,0.1470848531073744,0.0,1.0,4.5,2.5,-1.0,-1,10,0.49267325204678036
755,10,0,-1.0,10.0,10.0,-1,0.22599905207630022,0.5236975402672637,0,0,0.0,1.0,5.0,3.5,0.1513457774707283,0.0,1.0,5.0,3.5,-1.0,-1,10,0.5236975402672637
756,5,0,-1.0,10.0,10.0,-1,0.35678606927381784,0.6990635506415612,0,0,0.0,0.0,9.0,4.5,0.14190018469254734,0.0,0.0,9.0,4.5,-1.0,-1,5,0.6990635506415612
757,5,0,-0.6437967488114607,10.0,10.0,1,0.250101017231939,0.576424685476828,0,0,0.0,1.0,8.0,2.5,0.13199633332479793,0.0,1.0,8.0,2.5,-0.6437967488114607,1,5,0.576424685476828
758,7,0,-0.9886813219487729,10.0,10.0,-1,0.5251677393160188,0.8199244218872768,0,0,0.0,2.0,5.0,2.0,0.21781714576414538,0.0,2.0,5.0,2.0,-0.9886813219487729,-1,7,0.8199244218872768
759,4,0,-1.0,10.0,10.0,-1,0.2742211891740083,0.5658284158725466,0,0,0.0,0.0,4.5,3.5,0.1453173993872317,0.0,0.0,4.5,3.5,-1.0,-1,4,0.5658284158725466
760,7,0,-1.0,10.0,10.0,-1,0.5889316009408536,0.934214375405872,0,0,0.0,0.0,6.0,5.5,0.2467000526858406,0.0,0.0,6.0,5.5,-1.0,-1,7,0.934214375405872
761,3,0,-0.9843657766956102,10.0,10.0,-1,0.6663351915845523,1.0,1,1,0.0,1.0,3.0,6.5,0.25108693911495306,0.0,1.0,3.0,6.5,-0.9843657766956102,-1,3,1.0
762,5,0,-1.0,10.0,10.0,-1,0.782309998251264,1.0,0,0,0.0,1.0,4.0,5.5,0.24935408663733236,0.0,1.0,4.0,5.5,-1.0,-1,5,1.0
763,2,0,-1.0,10.0,10.0,-1,0.7690441769826286,1.0,1,0,0.0,0.0,3.5,5.0,0.21834332030706596,0.0,0.0,3.5,5.0,-1.0,-1,2,1.0
764,0,0,0.8324496081776025,10.0,10.0,1,0.36401909014116696,0.6340945284805347,0,0,0.0,0.0,6.0,2.5,0.10818401803071362,0.0,0.0,6.0,2.5,0.8324496081776025,1,0,0.6340945284805347
765,5,0,-0.74011918272236,10.0,10.0,-1,0.2176457615739037,0.487815372631755,0,0,0.0,0.0,5.0,3.5,0.12735676203914237,0.0,0.0,5.0,3.5,-0.74011918272236,-1,5,0.487815372631755
766,6,0,-0.6225996895421116,10.0,10.0,-1,0.39764732966706084,0.8547202434261725,1,1,0.0,2.0,3.0,5.5,0.18550796537492875,0.0,2.0,3.0,5.5,-0.6225996895421116,-1,6,0.8547202434261725
767,2,0,-1.0,10.0,10.0,-1,0.625088071227592,0.8595901104878437,0,0,0.0,1.0,2.5,2.5,0.20670061829639386,0.0,1.0,2.5,2.5,-1.0,-1,2,0.8595901104878437
768,7,0,-1.0,10.0,10.0,-1,0.23588072556352357,0.5619913651985677,0,0,1.0,1.0,4.0,5.5,0.1372813173366434,1.0,1.0,4.0,5.5,-1.0,-1,7,0.5619913651985677
769,1,0,-1.0,10.0,10.0,-1,0.41582759460285723,0.6907864696608423,0,0,0.0,1.0,4.0,3.5,0.13932488426413953,0.0,1.0,4.0,3.5,-1.0,-1,1,0.6907864696608423
770,4,0,-0.1309821309749114,10.0,10.0,-1,0.3788207285281442,0.7168107459845443,0,0,0.0,0.0,8.0,3.5,0.16181188057858747,0.0,0.0,8.0,3.5,-0.1309821309749114,-1,4,0.7168107459845443
771,4,0,-1.0,10.0,10.0,-1,0.331607381491386,0.6836403921077462,0,0,1.0,1.0,3.5,3.5,0.1844327947617014,1.0,1.0,3.5,3.5,-1.0,-1,4,0.6836403921077462
772,2,0,-1.0,10.0,10.0,-1,0.6236784528381892,0.9613122844455315,0,0,0.0,1.0,6.0,4.5,0.2086019011196281,0.0,1.0,6.0,4.5,-1.0,-1,2,0.9613122844455315
773,2,0,-1.0,10.0,10.0,-1,0.5954582030146245,0.970123403736556,0,0,0.0,0.0,8.0,5.5,0.19820855290458855,0.0,0.0,8.0,5.5,-1.0,-1,2,0.970123403736556
774,8,0,-1.0,10.0,10.0,-1,0.5212964564206061,0.9450556261351073,0,0,0.0,1.0,5.0,7.5,0.2620300390513792,0.0,1.0,5.0,7.5,-1.0,-1,8,0.9450556261351073
775,5,0,-1.0,10.0,10.0,-1,0.7464647838089586,0.9678788702853752,1,0,0.0,1.0,3.0,3.5,0.24935408663733236,0.0,1.0,3.0,3.5,-1.0,-1,5,0.9678788702853752
776,3,0,-1.0,10.0,10.0,-1,0.2618833116381635,0.5746754281953632,1,1,0.0,0.0,2.5,2.5,0.10834499873343359,0.0,0.0,2.5,2.5,-1.0,-1,3,0.5746754281953632
777,3,0,-1.0,10.0,10.0,-1,0.28981353468687854,0.5569726922790548,0,0,0.0,0.0,3.5,2.5,0.15064568124743383,0.0,0.0,3.5,2.5,-1.0,-1,3,0.5569726922790548
778,4,0,-1.0,10.0,10.0,1,0.4300698075316479,0.7735862640500442,1,0,0.0,1.0,6.0,4.5,0.17833179851578482,0.0,1.0,6.0,4.5,-1.0,1,4,0.7735862640500442
779,6,0,-1.0,10.0,10.0,-1,0.5935292311177405,0.894564554138902,0,0,0.0,1.0,5.0,2.5,0.25530593856791844,0.0,1.0,5.0,2.5,-1.0,-1,6,0.894564554138902
780,4,0,-0.7593319745952569,10.0,10.0,-1,0.5504475753472473,0.9455414169265766,0,0,0.0,2.0,6.0,5.5,0.2211611390140491,0.0,2.0,6.0,5.5,-0.7593319745952569,-1,4,0.9455414169265766
781,5,0,-1.0,10.0,10.0,-1,0.2444256124807592,0.6388423264947926,1,1,0.0,0.0,6.0,3.5,0.13502755091765822,0.0,0.0,6.0,3.5,-1.0,-1,5,0.6388423264947926
782,4,0,-1.0,10.0,10.0,-1,0.7750548822478807,1.0,1,0,0.0,0.0,5.0,3.5,0.24092031521132712,0.0,0.0,5.0,3.5,-1.0,-1,4,1.0
783,16,0,-1.0,10.0,10.0,1,0.38303888987683493,0.6263975347128933,0,0,0.0,0.0,3.0,4.5,0.1982746725197558,0.0,0.0,3.0,4.5,-1.0,1,16,0.6263975347128933
784,6,0,-1.0,10.0,10.0,1,0.41538356826985634,0.7099822473756823,1,0,0.0,0.0,2.5,5.5,0.19463995298466052,0.0,0.0,2.5,5.5,-1.0,1,6,0.7099822473756823
785,2,0,-1.0,10.0,10.0,-1,0.5741778794260541,0.9445067276556325,0,0,0.0,2.0,5.0,4.5,0.21834332030706596,0.0,2.0,5.0,4.5,-1.0,-1,2,0.9445067276556325
786,15,0,-1.0,10.0,10.0,-1,0.7670993104758408,1.0,1,1,0.0,0.0,4.0,3.5,0.3011775673227448,0.0,0.0,4.0,3.5,-1.0,-1,15,1.0
